date,assetCategory,roll30_cs_vol
2018-11-23,Bond,0.0033286116663367887
2018-11-23,MTF,0.009158979189731277
2018-11-23,Stock,0.028124965956362984
2018-11-26,Bond,0.0033934561804036165
2018-11-26,MTF,0.010036375461443571
2018-11-26,Stock,0.028124965956362984
2018-11-27,Bond,0.0033934561804036165
2018-11-27,MTF,0.010036375461443571
2018-11-27,Stock,0.028124965956362984
2018-11-28,Bond,0.0033934561804036165
2018-11-28,MTF,0.010381128920166887
2018-11-28,Stock,0.028288631512332997
2018-11-29,Bond,0.0033934561804036165
2018-11-29,MTF,0.010381128920166887
2018-11-29,Stock,0.0285861786067075
2018-11-30,Bond,0.0035732296703099103
2018-11-30,MTF,0.010381128920166887
2018-11-30,Stock,0.029312157113005454
2018-12-03,Bond,0.0037819709480184684
2018-12-03,MTF,0.010546982725137242
2018-12-03,Stock,0.030197879248994218
2018-12-04,Bond,0.0035732296703099103
2018-12-04,MTF,0.01086118564895312
2018-12-04,Stock,0.030886313454393098
2018-12-05,Bond,0.0035732296703099103
2018-12-05,MTF,0.010546982725137242
2018-12-05,Stock,0.030886313454393098
2018-12-06,Bond,0.0035732296703099103
2018-12-06,MTF,0.01086118564895312
2018-12-06,Stock,0.030886313454393098
2018-12-07,Bond,0.0037819709480184684
2018-12-07,MTF,0.011115702374179255
2018-12-07,Stock,0.030197879248994218
2018-12-10,Bond,0.0037819709480184684
2018-12-10,MTF,0.011115702374179255
2018-12-10,Stock,0.029312157113005454
2018-12-11,Bond,0.0037819709480184684
2018-12-11,MTF,0.011115702374179255
2018-12-11,Stock,0.029312157113005454
2018-12-12,Bond,0.0037819709480184684
2018-12-12,MTF,0.011226936124481775
2018-12-12,Stock,0.0285861786067075
2018-12-13,Bond,0.0037819709480184684
2018-12-13,MTF,0.011226936124481775
2018-12-13,Stock,0.028288631512332997
2018-12-14,Bond,0.003641063887800379
2018-12-14,MTF,0.011226936124481775
2018-12-14,Stock,0.0281536103670757
2018-12-17,Bond,0.0037819709480184684
2018-12-17,MTF,0.011226936124481775
2018-12-17,Stock,0.0281536103670757
2018-12-18,Bond,0.003787975643061602
2018-12-18,MTF,0.011511509592197234
2018-12-18,Stock,0.0281536103670757
2018-12-19,Bond,0.0038657342232243895
2018-12-19,MTF,0.011511509592197234
2018-12-19,Stock,0.027800456890030155
2018-12-20,Bond,0.0041340215225764195
2018-12-20,MTF,0.011511509592197234
2018-12-20,Stock,0.027308867721949043
2018-12-21,Bond,0.0041340215225764195
2018-12-21,MTF,0.011322294525858922
2018-12-21,Stock,0.027800456890030155
2018-12-24,Bond,0.004365225480795402
2018-12-24,MTF,0.01157055134398417
2018-12-24,Stock,0.02859552006091749
2018-12-26,Bond,0.0041340215225764195
2018-12-26,MTF,0.01181895125951618
2018-12-26,Stock,0.02859552006091749
2018-12-27,Bond,0.004365225480795402
2018-12-27,MTF,0.01181895125951618
2018-12-27,Stock,0.029806550107071457
2018-12-28,Bond,0.004365225480795402
2018-12-28,MTF,0.01181895125951618
2018-12-28,Stock,0.029807491503614787
2018-12-31,Bond,0.004365225480795402
2018-12-31,MTF,0.01181895125951618
2018-12-31,Stock,0.029928633583789156
2019-01-01,Bond,0.0041340215225764195
2019-01-01,MTF,0.012815860842550111
2019-01-01,Stock,0.029066131967093307
2019-01-02,Bond,0.0041340215225764195
2019-01-02,MTF,0.013233386901734794
2019-01-02,Stock,0.029066131967093307
2019-01-03,Bond,0.0041340215225764195
2019-01-03,MTF,0.013233386901734794
2019-01-03,Stock,0.02859552006091749
2019-01-04,Bond,0.004441965591502362
2019-01-04,MTF,0.013336859553932916
2019-01-04,Stock,0.029066131967093307
2019-01-07,Bond,0.004606384386428431
2019-01-07,MTF,0.013336859553932916
2019-01-07,Stock,0.02859552006091749
2019-01-08,Bond,0.004606384386428431
2019-01-08,MTF,0.013336859553932916
2019-01-08,Stock,0.02859552006091749
2019-01-09,Bond,0.004461988627549196
2019-01-09,MTF,0.013336859553932916
2019-01-09,Stock,0.029066131967093307
2019-01-10,Bond,0.004606384386428431
2019-01-10,MTF,0.012919333494748234
2019-01-10,Stock,0.029066131967093307
2019-01-11,Bond,0.004606384386428431
2019-01-11,MTF,0.012919333494748234
2019-01-11,Stock,0.02859552006091749
2019-01-14,Bond,0.004461988627549196
2019-01-14,MTF,0.013336859553932916
2019-01-14,Stock,0.027634260383203886
2019-01-15,Bond,0.0042718020205547835
2019-01-15,MTF,0.012919333494748234
2019-01-15,Stock,0.02704610711511868
2019-01-16,Bond,0.004461988627549196
2019-01-16,MTF,0.011387356932157356
2019-01-16,Stock,0.026890659939724046
2019-01-17,Bond,0.004461988627549196
2019-01-17,MTF,0.011387356932157356
2019-01-17,Stock,0.026890659939724046
2019-01-18,Bond,0.0042718020205547835
2019-01-18,MTF,0.01014440862913422
2019-01-18,Stock,0.026890659939724046
2019-01-21,Bond,0.003996253419143251
2019-01-21,MTF,0.01006436030120204
2019-01-21,Stock,0.02704610711511868
2019-01-22,Bond,0.003996253419143251
2019-01-22,MTF,0.01014440862913422
2019-01-22,Stock,0.027463232479723806
2019-01-23,Bond,0.003996253419143251
2019-01-23,MTF,0.01014440862913422
2019-01-23,Stock,0.02704610711511868
2019-01-24,Bond,0.003996253419143251
2019-01-24,MTF,0.01006436030120204
2019-01-24,Stock,0.026476480972579403
2019-01-25,Bond,0.0038390712882438493
2019-01-25,MTF,0.01006436030120204
2019-01-25,Stock,0.026476480972579403
2019-01-28,Bond,0.003996253419143251
2019-01-28,MTF,0.01006436030120204
2019-01-28,Stock,0.02710017304798179
2019-01-29,Bond,0.0038390712882438493
2019-01-29,MTF,0.009543167221693388
2019-01-29,Stock,0.027463232479723806
2019-01-30,Bond,0.0038390712882438493
2019-01-30,MTF,0.008677102521842048
2019-01-30,Stock,0.02710017304798179
2019-01-31,Bond,0.0038155530090328658
2019-01-31,MTF,0.008637912231139896
2019-01-31,Stock,0.027463232479723806
2019-02-01,Bond,0.0038001919085214825
2019-02-01,MTF,0.008047089339287918
2019-02-01,Stock,0.027420734312582823
2019-02-04,Bond,0.0037674695570313623
2019-02-04,MTF,0.008047089339287918
2019-02-04,Stock,0.027420734312582823
2019-02-05,Bond,0.0037674695570313623
2019-02-05,MTF,0.0077211835874685655
2019-02-05,Stock,0.027420734312582823
2019-02-06,Bond,0.0037674695570313623
2019-02-06,MTF,0.007249432210025996
2019-02-06,Stock,0.027420734312582823
2019-02-07,Bond,0.0037674695570313623
2019-02-07,MTF,0.007249432210025996
2019-02-07,Stock,0.02625389863653864
2019-02-08,Bond,0.0036733010171970037
2019-02-08,MTF,0.006920053560118787
2019-02-08,Stock,0.02625389863653864
2019-02-11,Bond,0.0036733010171970037
2019-02-11,MTF,0.006818805583799787
2019-02-11,Stock,0.02536283424259483
2019-02-12,Bond,0.0036013390522663777
2019-02-12,MTF,0.006708419963734737
2019-02-12,Stock,0.02536283424259483
2019-02-13,Bond,0.0036013390522663777
2019-02-13,MTF,0.006708419963734737
2019-02-13,Stock,0.02536283424259483
2019-02-14,Bond,0.0036013390522663777
2019-02-14,MTF,0.00663429594235208
2019-02-14,Stock,0.02536283424259483
2019-02-15,Bond,0.0036013390522663777
2019-02-15,MTF,0.00663429594235208
2019-02-15,Stock,0.025193849410580983
2019-02-18,Bond,0.003489084363586835
2019-02-18,MTF,0.00663429594235208
2019-02-18,Stock,0.02536283424259483
2019-02-19,Bond,0.0033708191522828805
2019-02-19,MTF,0.006617469066568666
2019-02-19,Stock,0.02536283424259483
2019-02-20,Bond,0.003345528815181228
2019-02-20,MTF,0.00654040273242431
2019-02-20,Stock,0.025193849410580983
2019-02-21,Bond,0.0033223930667945403
2019-02-21,MTF,0.00654040273242431
2019-02-21,Stock,0.025182717371550787
2019-02-22,Bond,0.003292269119081998
2019-02-22,MTF,0.0062868971303149754
2019-02-22,Stock,0.02526441405392299
2019-02-25,Bond,0.003303627703106752
2019-02-25,MTF,0.0062868971303149754
2019-02-25,Stock,0.02526441405392299
2019-02-26,Bond,0.003303627703106752
2019-02-26,MTF,0.006054502910239557
2019-02-26,Stock,0.02526441405392299
2019-02-27,Bond,0.0032377761502547643
2019-02-27,MTF,0.006054502910239557
2019-02-27,Stock,0.02526441405392299
2019-02-28,Bond,0.0032377761502547643
2019-02-28,MTF,0.006054502910239557
2019-02-28,Stock,0.02512967354103105
2019-03-01,Bond,0.003147357192401161
2019-03-01,MTF,0.005952341496662298
2019-03-01,Stock,0.02512967354103105
2019-03-04,Bond,0.003147357192401161
2019-03-04,MTF,0.0057896111716073066
2019-03-04,Stock,0.02512967354103105
2019-03-05,Bond,0.003147357192401161
2019-03-05,MTF,0.0056602786036675104
2019-03-05,Stock,0.024675385326876347
2019-03-06,Bond,0.003267900097967307
2019-03-06,MTF,0.0056602786036675104
2019-03-06,Stock,0.02512967354103105
2019-03-07,Bond,0.003267900097967307
2019-03-07,MTF,0.0056602786036675104
2019-03-07,Stock,0.02512967354103105
2019-03-08,Bond,0.0032796772623292403
2019-03-08,MTF,0.0056602786036675104
2019-03-08,Stock,0.02526441405392299
2019-03-11,Bond,0.0032796772623292403
2019-03-11,MTF,0.0056602786036675104
2019-03-11,Stock,0.02526441405392299
2019-03-12,Bond,0.0033244132827065804
2019-03-12,MTF,0.0056602786036675104
2019-03-12,Stock,0.02526441405392299
2019-03-13,Bond,0.0033271563708181275
2019-03-13,MTF,0.0056602786036675104
2019-03-13,Stock,0.025351702203564634
2019-03-14,Bond,0.0033271563708181275
2019-03-14,MTF,0.0055564062764967385
2019-03-14,Stock,0.02512967354103105
2019-03-15,Bond,0.0033271563708181275
2019-03-15,MTF,0.0055564062764967385
2019-03-15,Stock,0.02512967354103105
2019-03-18,Bond,0.0033271563708181275
2019-03-18,MTF,0.0054563406228050546
2019-03-18,Stock,0.02512967354103105
2019-03-19,Bond,0.003294263673981546
2019-03-19,MTF,0.0054563406228050546
2019-03-19,Stock,0.02512967354103105
2019-03-20,Bond,0.0032467845654926587
2019-03-20,MTF,0.0054563406228050546
2019-03-20,Stock,0.026531161085974288
2019-03-21,Bond,0.0032467845654926587
2019-03-21,MTF,0.0054563406228050546
2019-03-21,Stock,0.026531161085974288
2019-03-22,Bond,0.003294263673981546
2019-03-22,MTF,0.0054563406228050546
2019-03-22,Stock,0.026300399746763486
2019-03-25,Bond,0.0033406695435578464
2019-03-25,MTF,0.0055564062764967385
2019-03-25,Stock,0.026705596350657147
2019-03-26,Bond,0.003294263673981546
2019-03-26,MTF,0.005363246100405724
2019-03-26,Stock,0.027578278817844984
2019-03-27,Bond,0.003294263673981546
2019-03-27,MTF,0.005260979764704929
2019-03-27,Stock,0.026705596350657147
2019-03-28,Bond,0.0032467845654926587
2019-03-28,MTF,0.0052409924659493675
2019-03-28,Stock,0.02673517234480609
2019-03-29,Bond,0.003179065687336331
2019-03-29,MTF,0.0052409924659493675
2019-03-29,Stock,0.02701177591578066
2019-04-01,Bond,0.003179065687336331
2019-04-01,MTF,0.0052409924659493675
2019-04-01,Stock,0.02701177591578066
2019-04-02,Bond,0.0032467845654926587
2019-04-02,MTF,0.005167535635132442
2019-04-02,Stock,0.02701177591578066
2019-04-03,Bond,0.003294263673981546
2019-04-03,MTF,0.005167535635132442
2019-04-03,Stock,0.027565003998326103
2019-04-04,Bond,0.003399603849725787
2019-04-04,MTF,0.005167535635132442
2019-04-04,Stock,0.027795765337536908
2019-04-05,Bond,0.003399603849725787
2019-04-05,MTF,0.005167535635132442
2019-04-05,Stock,0.027795765337536908
2019-04-08,Bond,0.003294263673981546
2019-04-08,MTF,0.0050947645726994745
2019-04-08,Stock,0.028180856135973244
2019-04-09,Bond,0.003294263673981546
2019-04-09,MTF,0.0050947645726994745
2019-04-09,Stock,0.02876119838311387
2019-04-10,Bond,0.003294263673981546
2019-04-10,MTF,0.0050947645726994745
2019-04-10,Stock,0.02876119838311387
2019-04-11,Bond,0.003294263673981546
2019-04-11,MTF,0.0050947645726994745
2019-04-11,Stock,0.029341950933207857
2019-04-12,Bond,0.003399603849725787
2019-04-12,MTF,0.0050793892903760185
2019-04-12,Stock,0.029147307288967472
2019-04-15,Bond,0.003399603849725787
2019-04-15,MTF,0.0050947645726994745
2019-04-15,Stock,0.02951953357083829
2019-04-16,Bond,0.003399603849725787
2019-04-16,MTF,0.0050947645726994745
2019-04-16,Stock,0.02951953357083829
2019-04-17,Bond,0.003399603849725787
2019-04-17,MTF,0.0050947645726994745
2019-04-17,Stock,0.02951953357083829
2019-04-18,Bond,0.003294263673981546
2019-04-18,MTF,0.005069970327438811
2019-04-18,Stock,0.029538310753774305
2019-04-19,Bond,0.003294263673981546
2019-04-19,MTF,0.005069970327438811
2019-04-19,Stock,0.029538310753774305
2019-04-22,Bond,0.003223801707713671
2019-04-22,MTF,0.005034184396743227
2019-04-22,Stock,0.02934366710953392
2019-04-23,Bond,0.0032265447958252183
2019-04-23,MTF,0.005069970327438811
2019-04-23,Stock,0.02934366710953392
2019-04-24,Bond,0.003329141883457912
2019-04-24,MTF,0.005069970327438811
2019-04-24,Stock,0.02934366710953392
2019-04-25,Bond,0.003499854480137704
2019-04-25,MTF,0.005069970327438811
2019-04-25,Stock,0.02934366710953392
2019-04-26,Bond,0.0039040120966256117
2019-04-26,MTF,0.005069970327438811
2019-04-26,Stock,0.029147307288967472
2019-04-29,Bond,0.0039040120966256117
2019-04-29,MTF,0.005069970327438811
2019-04-29,Stock,0.0289387810207443
2019-04-30,Bond,0.0039040120966256117
2019-04-30,MTF,0.005069970327438811
2019-04-30,Stock,0.0289387810207443
2019-05-01,Bond,0.0039040120966256117
2019-05-01,MTF,0.004982257425188381
2019-05-01,Stock,0.02816758131645436
2019-05-02,Bond,0.0039040120966256117
2019-05-02,MTF,0.004982257425188381
2019-05-02,Stock,0.0289387810207443
2019-05-03,Bond,0.003499854480137704
2019-05-03,MTF,0.004957912853615408
2019-05-03,Stock,0.02905513906027854
2019-05-06,Bond,0.0031514770759166373
2019-05-06,MTF,0.004957912853615408
2019-05-06,Stock,0.02905513906027854
2019-05-07,Bond,0.003425719916024063
2019-05-07,MTF,0.004957912853615408
2019-05-07,Stock,0.02905513906027854
2019-05-08,Bond,0.003242708325876702
2019-05-08,MTF,0.004957912853615408
2019-05-08,Stock,0.02905513906027854
2019-05-09,Bond,0.003242708325876702
2019-05-09,MTF,0.004957912853615408
2019-05-09,Stock,0.02905513906027854
2019-05-10,Bond,0.003242708325876702
2019-05-10,MTF,0.004957912853615408
2019-05-10,Stock,0.02919600385182907
2019-05-13,Bond,0.00348116881715431
2019-05-13,MTF,0.004957912853615408
2019-05-13,Stock,0.02934366710953392
2019-05-14,Bond,0.003415633913592183
2019-05-14,MTF,0.005021451565772485
2019-05-14,Stock,0.029542161880733844
2019-05-15,Bond,0.0033054373225108206
2019-05-15,MTF,0.005381543745051476
2019-05-15,Stock,0.030439832663654874
2019-05-16,Bond,0.0033054373225108206
2019-05-16,MTF,0.005809043681581269
2019-05-16,Stock,0.02934366710953392
2019-05-17,Bond,0.0033054373225108206
2019-05-17,MTF,0.005809043681581269
2019-05-17,Stock,0.02919600385182907
2019-05-20,Bond,0.003415633913592183
2019-05-20,MTF,0.0059035715495785596
2019-05-20,Stock,0.02934366710953392
2019-05-21,Bond,0.003415633913592183
2019-05-21,MTF,0.005970753499454508
2019-05-21,Stock,0.02934366710953392
2019-05-22,Bond,0.003415633913592183
2019-05-22,MTF,0.006292262891630478
2019-05-22,Stock,0.02934366710953392
2019-05-23,Bond,0.0035582574012690206
2019-05-23,MTF,0.006640211960019649
2019-05-23,Stock,0.02919600385182907
2019-05-24,Bond,0.003415633913592183
2019-05-24,MTF,0.006640211960019649
2019-05-24,Stock,0.028926252985509708
2019-05-27,Bond,0.003415633913592183
2019-05-27,MTF,0.006758441289557613
2019-05-27,Stock,0.028926252985509708
2019-05-28,Bond,0.003415633913592183
2019-05-28,MTF,0.006830288090759728
2019-05-28,Stock,0.02921478103476509
2019-05-29,Bond,0.0033054373225108206
2019-05-29,MTF,0.006965311754782108
2019-05-29,Stock,0.02921478103476509
2019-05-30,Bond,0.0033054373225108206
2019-05-30,MTF,0.007194910263466225
2019-05-30,Stock,0.02938532032715442
2019-05-31,Bond,0.0033054373225108206
2019-05-31,MTF,0.007194910263466225
2019-05-31,Stock,0.02938532032715442
2019-06-03,Bond,0.003415633913592183
2019-06-03,MTF,0.007307083726685907
2019-06-03,Stock,0.030307331016475432
2019-06-04,Bond,0.003415633913592183
2019-06-04,MTF,0.007307083726685907
2019-06-04,Stock,0.02997468975918923
2019-06-05,Bond,0.003415633913592183
2019-06-05,MTF,0.007345585654957005
2019-06-05,Stock,0.02997468975918923
2019-06-06,Bond,0.003415633913592183
2019-06-06,MTF,0.007345585654957005
2019-06-06,Stock,0.030578497898416063
2019-06-07,Bond,0.003415633913592183
2019-06-07,MTF,0.007345585654957005
2019-06-07,Stock,0.03096477594349356
2019-06-10,Bond,0.0035582574012690206
2019-06-10,MTF,0.007450336578248489
2019-06-10,Stock,0.031267816883062335
2019-06-11,Bond,0.003635356928911768
2019-06-11,MTF,0.007545585729673373
2019-06-11,Stock,0.03096477594349356
2019-06-12,Bond,0.003675745031382291
2019-06-12,MTF,0.007545585729673373
2019-06-12,Stock,0.031267816883062335
2019-06-13,Bond,0.003635356928911768
2019-06-13,MTF,0.007450336578248489
2019-06-13,Stock,0.031267816883062335
2019-06-14,Bond,0.003635356928911768
2019-06-14,MTF,0.007450336578248489
2019-06-14,Stock,0.031267816883062335
2019-06-17,Bond,0.003675745031382291
2019-06-17,MTF,0.007345585654957005
2019-06-17,Stock,0.03186788601093075
2019-06-18,Bond,0.00370778109936977
2019-06-18,MTF,0.007345585654957005
2019-06-18,Stock,0.032085236154522204
2019-06-19,Bond,0.00370778109936977
2019-06-19,MTF,0.007283523477819278
2019-06-19,Stock,0.03284517101585327
2019-06-20,Bond,0.003849439648056
2019-06-20,MTF,0.007283523477819278
2019-06-20,Stock,0.03284517101585327
2019-06-21,Bond,0.003936889697448045
2019-06-21,MTF,0.007194910263466225
2019-06-21,Stock,0.03284517101585327
2019-06-24,Bond,0.003936889697448045
2019-06-24,MTF,0.007194910263466225
2019-06-24,Stock,0.03227715589617088
2019-06-25,Bond,0.003936889697448045
2019-06-25,MTF,0.007194910263466225
2019-06-25,Stock,0.032167876089533476
2019-06-26,Bond,0.003936889697448045
2019-06-26,MTF,0.007194910263466225
2019-06-26,Stock,0.032167876089533476
2019-06-27,Bond,0.003849439648056
2019-06-27,MTF,0.007194910263466225
2019-06-27,Stock,0.032167876089533476
2019-06-28,Bond,0.003849439648056
2019-06-28,MTF,0.007194910263466225
2019-06-28,Stock,0.032167876089533476
2019-07-01,Bond,0.003849439648056
2019-07-01,MTF,0.007194910263466225
2019-07-01,Stock,0.032167876089533476
2019-07-02,Bond,0.003977438873752654
2019-07-02,MTF,0.007194910263466225
2019-07-02,Stock,0.032167876089533476
2019-07-03,Bond,0.003977438873752654
2019-07-03,MTF,0.0069055061297497704
2019-07-03,Stock,0.033087723302203706
2019-07-04,Bond,0.003849439648056
2019-07-04,MTF,0.006654514895967701
2019-07-04,Stock,0.03364584589607683
2019-07-05,Bond,0.003849439648056
2019-07-05,MTF,0.0069055061297497704
2019-07-05,Stock,0.03455409299476711
2019-07-08,Bond,0.0038780889150518472
2019-07-08,MTF,0.006654514895967701
2019-07-08,Stock,0.03364584589607683
2019-07-09,Bond,0.003789933947198818
2019-07-09,MTF,0.0066328909876058745
2019-07-09,Stock,0.03364584589607683
2019-07-10,Bond,0.0038780889150518472
2019-07-10,MTF,0.0066328909876058745
2019-07-10,Stock,0.03455409299476711
2019-07-11,Bond,0.0038780889150518472
2019-07-11,MTF,0.00660945096336259
2019-07-11,Stock,0.03364584589607683
2019-07-12,Bond,0.0038780889150518472
2019-07-12,MTF,0.006438822172182256
2019-07-12,Stock,0.03318506351607526
2019-07-15,Bond,0.003789933947198818
2019-07-15,MTF,0.006141446659687547
2019-07-15,Stock,0.03318506351607526
2019-07-16,Bond,0.003621140412718566
2019-07-16,MTF,0.006141446659687547
2019-07-16,Stock,0.03369255356524664
2019-07-17,Bond,0.00340584774730948
2019-07-17,MTF,0.005984692695057588
2019-07-17,Stock,0.03369255356524664
2019-07-18,Bond,0.0033223509840244196
2019-07-18,MTF,0.005990042709365316
2019-07-18,Stock,0.03318506351607526
2019-07-19,Bond,0.0033091295511437054
2019-07-19,MTF,0.005990042709365316
2019-07-19,Stock,0.03318506351607526
2019-07-22,Bond,0.0032878026224790586
2019-07-22,MTF,0.005990042709365316
2019-07-22,Stock,0.03369255356524664
2019-07-23,Bond,0.0032668901153888232
2019-07-23,MTF,0.005973549968078761
2019-07-23,Stock,0.03369255356524664
2019-07-24,Bond,0.0032668901153888232
2019-07-24,MTF,0.005990042709365316
2019-07-24,Stock,0.03369255356524664
2019-07-25,Bond,0.0032668901153888232
2019-07-25,MTF,0.005990042709365316
2019-07-25,Stock,0.03280471005366998
2019-07-26,Bond,0.0032668901153888232
2019-07-26,MTF,0.005990042709365316
2019-07-26,Stock,0.03280471005366998
2019-07-29,Bond,0.0032480416198242697
2019-07-29,MTF,0.005990042709365316
2019-07-29,Stock,0.03280471005366998
2019-07-30,Bond,0.003157247540787356
2019-07-30,MTF,0.005990042709365316
2019-07-30,Stock,0.03280471005366998
2019-07-31,Bond,0.003018324363831292
2019-07-31,MTF,0.005990042709365316
2019-07-31,Stock,0.03280471005366998
2019-08-01,Bond,0.003018324363831292
2019-08-01,MTF,0.005990042709365316
2019-08-01,Stock,0.03369255356524664
2019-08-02,Bond,0.003018324363831292
2019-08-02,MTF,0.006140237171515264
2019-08-02,Stock,0.03369255356524664
2019-08-05,Bond,0.003018324363831292
2019-08-05,MTF,0.006140237171515264
2019-08-05,Stock,0.03455409299476711
2019-08-06,Bond,0.003157247540787356
2019-08-06,MTF,0.006280498394858667
2019-08-06,Stock,0.03455409299476711
2019-08-07,Bond,0.003157247540787356
2019-08-07,MTF,0.006393787640676867
2019-08-07,Stock,0.03503817514678389
2019-08-08,Bond,0.003018324363831292
2019-08-08,MTF,0.006550901929828172
2019-08-08,Stock,0.0352009895698632
2019-08-09,Bond,0.003157247540787356
2019-08-09,MTF,0.006550901929828172
2019-08-09,Stock,0.0352009895698632
2019-08-12,Bond,0.003157247540787356
2019-08-12,MTF,0.006393787640676867
2019-08-12,Stock,0.03536600031831334
2019-08-13,Bond,0.003157247540787356
2019-08-13,MTF,0.006393787640676867
2019-08-13,Stock,0.03536600031831334
2019-08-14,Bond,0.0031642814248618047
2019-08-14,MTF,0.006550901929828172
2019-08-14,Stock,0.035449371469083765
2019-08-15,Bond,0.0032759880109889533
2019-08-15,MTF,0.006662167531984004
2019-08-15,Stock,0.035449371469083765
2019-08-16,Bond,0.0032796422328085157
2019-08-16,MTF,0.006662167531984004
2019-08-16,Stock,0.03564698526394018
2019-08-19,Bond,0.0032796422328085157
2019-08-19,MTF,0.006985872184429316
2019-08-19,Stock,0.03564698526394018
2019-08-20,Bond,0.0031888481537716016
2019-08-20,MTF,0.006985872184429316
2019-08-20,Stock,0.03547790174892654
2019-08-21,Bond,0.003018324363831292
2019-08-21,MTF,0.0070270901185546224
2019-08-21,Stock,0.035309009170287405
2019-08-22,Bond,0.003018324363831292
2019-08-22,MTF,0.0070270901185546224
2019-08-22,Stock,0.035309009170287405
2019-08-23,Bond,0.003018324363831292
2019-08-23,MTF,0.00737285076921949
2019-08-23,Stock,0.035309009170287405
2019-08-26,Bond,0.0031691826096615066
2019-08-26,MTF,0.007841856028042656
2019-08-26,Stock,0.03547790174892654
2019-08-27,Bond,0.003284543417608217
2019-08-27,MTF,0.00737285076921949
2019-08-27,Stock,0.03547790174892654
2019-08-28,Bond,0.0033446241428006307
2019-08-28,MTF,0.007489871436523371
2019-08-28,Stock,0.03470344061001695
2019-08-29,Bond,0.0033446241428006307
2019-08-29,MTF,0.007847972652762367
2019-08-29,Stock,0.03470344061001695
2019-08-30,Bond,0.0034011409271936122
2019-08-30,MTF,0.007847972652762367
2019-08-30,Stock,0.03470344061001695
2019-09-02,Bond,0.0034408571095312494
2019-09-02,MTF,0.007847972652762367
2019-09-02,Stock,0.03400906152224312
2019-09-03,Bond,0.003646936744639034
2019-09-03,MTF,0.008194862600361537
2019-09-03,Stock,0.034303410355773375
2019-09-04,Bond,0.0038633104100118743
2019-09-04,MTF,0.008265815153277229
2019-09-04,Stock,0.03400906152224312
2019-09-05,Bond,0.003911627488937049
2019-09-05,MTF,0.008399560059609134
2019-09-05,Stock,0.03400906152224312
2019-09-06,Bond,0.003996964678245605
2019-09-06,MTF,0.008399560059609134
2019-09-06,Stock,0.03400906152224312
2019-09-09,Bond,0.003996964678245605
2019-09-09,MTF,0.008694795676599542
2019-09-09,Stock,0.03386993489634621
2019-09-10,Bond,0.003996964678245605
2019-09-10,MTF,0.008694795676599542
2019-09-10,Stock,0.03386993489634621
2019-09-11,Bond,0.003996964678245605
2019-09-11,MTF,0.008399560059609134
2019-09-11,Stock,0.033551397708952255
2019-09-12,Bond,0.003911627488937049
2019-09-12,MTF,0.008265815153277229
2019-09-12,Stock,0.03297133200587014
2019-09-13,Bond,0.003996964678245605
2019-09-13,MTF,0.008194862600361537
2019-09-13,Stock,0.03297133200587014
2019-09-16,Bond,0.003996964678245605
2019-09-16,MTF,0.008194862600361537
2019-09-16,Stock,0.03297133200587014
2019-09-17,Bond,0.003996964678245605
2019-09-17,MTF,0.007835488317070944
2019-09-17,Stock,0.03297133200587014
2019-09-18,Bond,0.004184516369186778
2019-09-18,MTF,0.00736809522808967
2019-09-18,Stock,0.03297133200587014
2019-09-19,Bond,0.004184516369186778
2019-09-19,MTF,0.00735217508342753
2019-09-19,Stock,0.03297133200587014
2019-09-20,Bond,0.004113587649511368
2019-09-20,MTF,0.00735217508342753
2019-09-20,Stock,0.03297133200587014
2019-09-23,Bond,0.003911627488937049
2019-09-23,MTF,0.00735217508342753
2019-09-23,Stock,0.03297133200587014
2019-09-24,Bond,0.0038882364617638374
2019-09-24,MTF,0.007034818913116227
2019-09-24,Stock,0.03259563140903389
2019-09-25,Bond,0.003750012762947421
2019-09-25,MTF,0.007034818913116227
2019-09-25,Stock,0.03250849085247936
2019-09-26,Bond,0.003750012762947421
2019-09-26,MTF,0.007034818913116227
2019-09-26,Stock,0.0321961207416088
2019-09-27,Bond,0.003750012762947421
2019-09-27,MTF,0.0067413616878769286
2019-09-27,Stock,0.0318413809405321
2019-09-30,Bond,0.003750012762947421
2019-09-30,MTF,0.0067413616878769286
2019-09-30,Stock,0.0318413809405321
2019-10-01,Bond,0.0038213766295835563
2019-10-01,MTF,0.0067413616878769286
2019-10-01,Stock,0.03215772131926805
2019-10-02,Bond,0.00388255465909212
2019-10-02,MTF,0.006965346130108097
2019-10-02,Stock,0.03215772131926805
2019-10-03,Bond,0.00388255465909212
2019-10-03,MTF,0.00735217508342753
2019-10-03,Stock,0.03241827657649589
2019-10-04,Bond,0.0038915372166321857
2019-10-04,MTF,0.007114105968476019
2019-10-04,Stock,0.03250849085247936
2019-10-07,Bond,0.0038915372166321857
2019-10-07,MTF,0.006820648743236721
2019-10-07,Stock,0.03250849085247936
2019-10-08,Bond,0.0038915372166321857
2019-10-08,MTF,0.006820648743236721
2019-10-08,Stock,0.03250849085247936
2019-10-09,Bond,0.0038915372166321857
2019-10-09,MTF,0.006727228866364874
2019-10-09,Stock,0.03245383774776192
2019-10-10,Bond,0.003911627488937049
2019-10-10,MTF,0.006662850077305354
2019-10-10,Stock,0.03241543832542118
2019-10-11,Bond,0.003911627488937049
2019-10-11,MTF,0.006727228866364874
2019-10-11,Stock,0.03245383774776192
2019-10-14,Bond,0.004099179179878221
2019-10-14,MTF,0.006744704849158881
